Îngrijitor,http://posturi.gov.ro/anunt/ingrijitor-421/,"Școala Gimnazială Mugeni, județul Harghita","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Harghita,http://posturi.gov.ro/?judet=Harghita,Permanent
Muncitor necalificat II,http://posturi.gov.ro/anunt/muncitor-necalificat-ii-4/,Directia Generala de Salubritate Sector 3,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
Administrator financiar 1S,http://posturi.gov.ro/anunt/administrator-financiar-1s-2/,"Școala Gimnazială Dumitru Căpraru, comuna Grivița, județul Galați","Funcție publică, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Galaţi,http://posturi.gov.ro/?judet=Galaţi,Permanent
"ingrijitor, 0,5 post ,temporar vacant, pe perioadă determinată",http://posturi.gov.ro/anunt/ingrijitor-05-post-temporar-vacant-pe-perioada-determinata/,"Grădinița cu program prelungit Nr.23,Ploiești,  Ploiești, județul Prahova","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  20/09/2023,Prahova,http://posturi.gov.ro/?judet=Prahova,Temporar
"muncitor necalificat,",http://posturi.gov.ro/anunt/muncitor-necalificat-71/,Scoala Gimnaziala Nr. 1 Varasti ,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Giurgiu,http://posturi.gov.ro/?judet=Giurgiu,Temporar
ASISTENT SOCIAL DEBUTANT,http://posturi.gov.ro/anunt/asistent-social-debutant-11/,PRIMĂRIA orașului Turceni,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Gorj,http://posturi.gov.ro/?judet=Gorj,Permanent
MUNCITOR CALIFICAT,http://posturi.gov.ro/anunt/muncitor-calificat-75/,"Liceul Tehnologic Râșnov, județul Brașov","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  25/09/2023,Braşov,http://posturi.gov.ro/?judet=Braşov,Permanent
Medic specialist/primar (PSIHIATRIE),http://posturi.gov.ro/anunt/medic-specialist-primar-psihiatrie/,"Penitenciarul Spital Târgu Ocna, județul Botoșani","Funcție publică, Instituții naționale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,"Botoşani ,Iaşi",http://posturi.gov.ro/?judet=Botoşani,Permanent
"șofer microbuz școlar (0,5 normă), muncitor întreținere (0,5 normă)",http://posturi.gov.ro/anunt/sofer-microbuz-scolar-05-norma-muncitor-intretinere-05-norma/,Școala Gimnazială Blandiana,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Alba,http://posturi.gov.ro/?judet=Alba,Permanent
POMPIER (2 posturi),http://posturi.gov.ro/anunt/pompier-2-posturi-2/,Spitalul Clinic Județean de Urgență Sibiu,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Sibiu,http://posturi.gov.ro/?judet=Sibiu,Permanent
referent (asistent veterinar),http://posturi.gov.ro/anunt/referent-asistent-veterinar/,serviciul public ecosal,"Funcție contractuală, Instituții locale, Funcții de conducere","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Galaţi,http://posturi.gov.ro/?judet=Galaţi,Permanent
muncitor calificat M I,http://posturi.gov.ro/anunt/muncitor-calificat-m-i/,Universitatea ”Ovidius” Constanța,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Constanţa,http://posturi.gov.ro/?judet=Constanţa,Permanent
MUNCITOR CALIFICAT TREAPTA 1,http://posturi.gov.ro/anunt/muncitor-calificat-treapta-1/,SPORT CLUB ORĂȘENESC JIBOU,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Sălaj,http://posturi.gov.ro/?judet=Sălaj,Permanent
1 post administrator financiar i(s),http://posturi.gov.ro/anunt/1-post-administrator-financiar-is-2/,"universitatea de medicina si farmacie ""carol davila"" din bucuresti","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
"paznic, post vacant, pe perioadă nedeterminată",http://posturi.gov.ro/anunt/paznic-post-vacant-pe-perioada-nedeterminata-8/,"Școala Gimnazială Nr.24,  Timișoara,  județul Timișoara","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Timiş,http://posturi.gov.ro/?judet=Timiş,Permanent
3 posturi ingrijitoare,http://posturi.gov.ro/anunt/3-posturi-ingrijitoare/,Spitalul municipal codlea,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Braşov,http://posturi.gov.ro/?judet=Braşov,Permanent
muncitor necalificat,http://posturi.gov.ro/anunt/muncitor-necalificat-70/,"Școala Gimnazială Nr. 1, Varăști, județul Giurgiu","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Giurgiu,http://posturi.gov.ro/?judet=Giurgiu,Temporar
bibliotecar scoala,http://posturi.gov.ro/anunt/bibliotecar-scoala/,Scoala Gimnaziala Nr 1 Varasti ,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Giurgiu,http://posturi.gov.ro/?judet=Giurgiu,Permanent
medic specialist,http://posturi.gov.ro/anunt/medic-specialist-25/,Spitalul Clinic Județean de Urgență Sibiu,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Sibiu,http://posturi.gov.ro/?judet=Sibiu,Permanent
sef birou,http://posturi.gov.ro/anunt/sef-birou-15/,Universitatea de medicina și Farmacie „Iuliu Hațieganu” Cluj-napoca ,"Funcție contractuală, Instituții locale, Funcții de conducere","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Cluj,http://posturi.gov.ro/?judet=Cluj,Permanent
Muncitor ii (atribuții șofer microbuz școlar),http://posturi.gov.ro/anunt/muncitor-iiatributii-sofer-microbuz-scolar/,"Școala Gimnazială Dumitru Căpraru, comuna Grivița, județul Galați","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Galaţi,http://posturi.gov.ro/?judet=Galaţi,Permanent
"Șofer  de microbuz școlar, categoria D, transport persoane",http://posturi.gov.ro/anunt/sofer-de-microbuz-scolar-categoria-d-transport-persoane/,"SCOALA GIMNAZIALA NR.1 BUNTEȘTI, județul Bihor","Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  2/10/2023,Bihor,http://posturi.gov.ro/?judet=Bihor,Permanent
bucatar,http://posturi.gov.ro/anunt/bucatar-45/,Gradinita cu program prelungit nr. 14 Sibiu,"Alte functii, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  27/09/2023,Sibiu,http://posturi.gov.ro/?judet=Sibiu,Nespecificat
ingrijitor creșa,http://posturi.gov.ro/anunt/ingrijitor-cresa-2/,Gradinita cu program prelungit nr. 14 Sibiu,"Alte functii, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  27/09/2023,Sibiu,http://posturi.gov.ro/?judet=Sibiu,Nespecificat
"Medic specialist, confirmat în specialitatea medicină de familie",http://posturi.gov.ro/anunt/medic-specialist-confirmat-in-specialitatea-medicina-de-familie/,"Comuna Ghidigeni, județul Galați","Funcție contractuală, Instituții locale, Nespecificat","Publicat în: 12 septembrie,2023",Expiră in  26/09/2023,Galaţi,http://posturi.gov.ro/?judet=Galaţi,Permanent
"Psiholog, grad principal",http://posturi.gov.ro/anunt/psiholog-grad-principal/,"Căminul de Pensionari „Sf. Cuv. Parascheva”, Iași","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  26/09/2023,Iaşi,http://posturi.gov.ro/?judet=Iaşi,Permanent
Îngrijitoare,http://posturi.gov.ro/anunt/ingrijitoare-92/,"LICEUL TEHNOLOGIC „VALERIU BRANIŞTE”, LUGOJ, JUDEȚUL TIMIȘ","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  22/09/2023,Timiş,http://posturi.gov.ro/?judet=Timiş,Permanent
muncitor calificat,http://posturi.gov.ro/anunt/muncitor-calificat-74/,"Grădinița cu Program Prelungit „Mica Sirenă”, Cluj-Napoca","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  29/09/2023,Cluj,http://posturi.gov.ro/?judet=Cluj,Permanent
bucătar,http://posturi.gov.ro/anunt/bucatar-44/,"Grădinița cu Program Prelungit „Mica Sirenă”, Cluj-Napoca","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  29/09/2023,Cluj,http://posturi.gov.ro/?judet=Cluj,Permanent
îngrijitor,http://posturi.gov.ro/anunt/ingrijitor-414/,Grădinița cu Program Prelungit Mica Sirenă,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  29/09/2023,Cluj,http://posturi.gov.ro/?judet=Cluj,Nespecificat
ÎNGRIJITOR,http://posturi.gov.ro/anunt/ingrijitor-413/,"GRADINITA CU PROGRAM PRELUNGIT "" RAZA DE SOARE "" MEDIAS","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  4/10/2023,Sibiu,http://posturi.gov.ro/?judet=Sibiu,Permanent
ÎNGRIJITOR,http://posturi.gov.ro/anunt/ingrijitor-419/,Școala Gimnazială bautar - structura școala primară cornișoru,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  26/09/2023,Caraş-Severin,http://posturi.gov.ro/?judet=Caraş-Severin,Permanent
inspector specialitate(resp mediu)  – grad profesioNAL LL,http://posturi.gov.ro/anunt/inspector-specialitateresp-mediu-grad-profesional-ll/,Primaria Comunei chiuiesti,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  25/09/2023,Cluj,http://posturi.gov.ro/?judet=Cluj,Permanent
"ASIS. MED. GEN. (s), Asis.med.deb.GEN.(PL, S), ÎNGIJITOARE, MUNC.NEC.SUPR.BOLNAVI PSIH.",http://posturi.gov.ro/anunt/asis-med-gen-s-asis-med-deb-gen-pl-s-ingijitoare-munc-nec-supr-bolnavi-psih-2/,SPITALUL DE PSIHIATRIE ȘI PENTRU MĂSURI DE SIGURANȚĂ JEBEL,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  26/09/2023,Timiş,http://posturi.gov.ro/?judet=Timiş,Permanent
MEDIC SPECIALIST rADIOLOGIE șI IMAGISTICă medicală,http://posturi.gov.ro/anunt/medic-specialist-radiologie-si-imagistica-medicala-8/,SPITALUL GENERAL CF PAȘCANI,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  25/09/2023,Iaşi,http://posturi.gov.ro/?judet=Iaşi,Permanent
muncitor,http://posturi.gov.ro/anunt/muncitor-58/,"ȘCOALA GIMNAZIALĂ, SAT BUNGETANI, COMUNA FĂUREȘTI, JUDEȚUL VALCEA","Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  26/09/2023,Vâlcea,http://posturi.gov.ro/?judet=Vâlcea,Permanent
îngrijitor,http://posturi.gov.ro/anunt/ingrijitor-409/,Colegiul Economic „Nicolae Kretzulescu”,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  27/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
MUNCITOR calificat,http://posturi.gov.ro/anunt/muncitor-calificat-72/,Colegiul Economic „Nicolae Kretzulescu”,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  27/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
INGRIJITOR i,http://posturi.gov.ro/anunt/ingrijitor-i-21/,Liceul tehnologic gheorghe miron costin constanta,"Alte functii, Guvern și ministere, Nespecificat","Publicat în: 12 septembrie,2023",Expiră in  29/09/2023,Constanţa,http://posturi.gov.ro/?judet=Constanţa,Permanent
Secretar Ia(m),http://posturi.gov.ro/anunt/secretar-iam/,Școala gimnazială ion creanga tălpigi,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  26/09/2023,Galaţi,http://posturi.gov.ro/?judet=Galaţi,Permanent
administrator finaciar contabil studii superioare economice,http://posturi.gov.ro/anunt/administrator-finaciar-contabil-studii-superioare-economice/,"Grădinița cu Program Prelungit ,,Palatul Fermecat” Reșița , județul Caraș-Severin","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  26/09/2023,Caraş-Severin,http://posturi.gov.ro/?judet=Caraş-Severin,Permanent
"Infirmieră, infirmieră debutantă și îngrijitoare",http://posturi.gov.ro/anunt/infirmiera-infirmiera-debutanta-si-ingrijitoare-2/,Spitalul Clinic De Psihiatrie “Prof. Dr. Alexandru Obregia”,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  26/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
BIBLIOTECAR,http://posturi.gov.ro/anunt/bibliotecar-49/,"Primăria comunei Umbrărești, județul Galați","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  25/09/2023,Galaţi,http://posturi.gov.ro/?judet=Galaţi,Permanent
doctorand,http://posturi.gov.ro/anunt/doctorand-2/,Universitatea Tehnică din Cluj Napoca,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  26/09/2023,Cluj,http://posturi.gov.ro/?judet=Cluj,Permanent
"Îngrijitor, Muncitor întreținere IV",http://posturi.gov.ro/anunt/ingrijitor-muncitor-intretinere-iv/,Școala Primară Moțăieni,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  26/09/2023,Dâmboviţa,http://posturi.gov.ro/?judet=Dâmboviţa,Permanent
psiholog,http://posturi.gov.ro/anunt/psiholog-11/,"Primăria orașului Mioveni, județul Argeș","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  26/09/2023,Arges,http://posturi.gov.ro/?judet=Arges,Permanent
"expert implementare medicină școlară, asistent medicina scolara, expert coordonare activitati",http://posturi.gov.ro/anunt/expert-implementare-medicina-scolara-asistent-medicina-scolara-expert-coordonare-activitati/,"Primăria Oraș Hârșova, județul Constanța","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  25/09/2023,Constanţa,http://posturi.gov.ro/?judet=Constanţa,Temporar
ingrijitor,http://posturi.gov.ro/anunt/ingrijitor-407/,comuna apata ,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  25/09/2023,Braşov,http://posturi.gov.ro/?judet=Braşov,Permanent
Medic primar – boli infecțioase,http://posturi.gov.ro/anunt/medic-primar-boli-infectioase/,Spitalul Clinic de Urgență „Sf. Ioan” Bucuresti,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  26/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
documentarist S debutant,http://posturi.gov.ro/anunt/documentarist-s-debutant/,Universitatea ”Ovidius” Constanța,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  26/09/2023,Constanţa,http://posturi.gov.ro/?judet=Constanţa,Permanent
muncitor de întreținere cu atributii de fochist,http://posturi.gov.ro/anunt/muncitor-de-intretinere-cu-atributii-de-fochist-5/," Școala Gimnazială Comuna Cândești,  Cândești, județul Neamț","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  26/09/2023,Neamţ,http://posturi.gov.ro/?judet=Neamţ,Permanent
Ingrijitor,http://posturi.gov.ro/anunt/ingrijitor-390/,GRADINITA NR 68,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  25/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
"REGISTRATOR MEDICAL, infirmier, muncitor necalificat",http://posturi.gov.ro/anunt/registrator-medical-infirmier-muncitor-necalificat/,INSTITUTUL REGIONAL DE ONCOLOGIE IAȘI,"Funcție contractuală, Instituții regionale, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  26/09/2023,Iaşi,http://posturi.gov.ro/?judet=Iaşi,Permanent
Medic specialist confirmat în specialitatea epidemiologie,http://posturi.gov.ro/anunt/medic-specialist-confirmat-in-specialitatea-epidemiologie-2/,DIRECTIA DE SANATATE PUBLICA VRANCEA,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  25/09/2023,Vrancea,http://posturi.gov.ro/?judet=Vrancea,Permanent
medic primar,http://posturi.gov.ro/anunt/medic-primar-10/,Direcţia Generală de Asistenţă Socială şi Protecţia Copilului a Judeţului Suceava,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 12 septembrie,2023",Expiră in  25/09/2023,Suceava,http://posturi.gov.ro/?judet=Suceava,Permanent
