judet,uat,echipa_interventie,fond_cinegetic_alungare,data_interventie,longitudine_alungare,latitudine_alungare,numar_raport_alungare,identificare_relocare,fond_cinegetic_relocare,data_relocare,longitudine_relocare,latitudine_relocare,numar_raport_relocare,identificare_eutanasiere,fond_cinegetic_eutanasiere,longitudine_eutanasiere,latitudine_eutanasiere,nr._raport_interventie_eutanasiere,identificare_impuscare,fond_cinegetic_impuscare,longitudine_impuscare,latitudine_impuscare,nr._raport_interventie_impuscare,sex_urs,descriere_eveniment,metoda_interventie,adaugat_de
,RUCĂR,"Jandarmerie, Viceprimar, Personal GFC, medic veterinar",,,,,,,,,,,,,,,,,,RUCAR 22,45.402,25.157,,Mascul,"Apel telefonic  prin care se semnala prezența unui urs  în  grădina apelantei Simon Ioneta,  din com. Rucăr, sat Rucăr.   Echipa de interventie  a găsit  exemplarul de urs,  și a hotărât extragerea prin împușcare, datorită atacurilor repetate din această gospodărie și, a faptului că în data de 22 septembrie 2023, ursul a devenit agresiv,.",Împușcare,Petruta Ghica
,BREAZA,"Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",PROVITA 23,,45.09,25.41,14719/25.09.2023,,,,,,,,,,,,,,,,,Mascul,"Echipa s-a intrunit la apel 112, s-au folosit semnale sonore pentru alungare in zona impadurita",Alungat,Crina Popa
,BREAZA,"Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",PROVITA 23,,45.1750956,25.6592721,14720/25.09.2023,,,,,,,,,,,,,,,,,,"Exemplarul nu se mai afla la fata locului, s-a monitorizat zona, s-au folosit semnale sonore pentru alungare",Alungat,Crina Popa
Prahova,MĂNECIU,"Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",,,,,,PH URS 019,BASCA FARA CALE 29,26-09-2023,45.329455,25.996078,14980/26.09.2023,,,,,,,,,,,Femela,"Femela de 5 ani prinsa in gard, tranchilizata si relocata pe acelasi fc, crotaliat cu PH URS 019",Relocat,Crina Popa
,MĂNECIU,"Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",TELEAJEN 27,,45.314323,25.979427,14985/27.09.2023,,,,,,,,,,,,,,,,,,"Exemplar gasit in spatele gospodariei, in zona cu vegetatie abundenta, s-au folosit semnale sonore pentru alungare in zona impadurita",Alungat,Crina Popa
,POSEŞTI,"Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",BASCA FARA CALE 29,,45.1630185,26.091725,14874/27.09.2023,,,,,,,,,,,,,,,,,,"Exemplarul de urs nu mai era la fata locului, s-au gasit 2 ovine ingropate, s-au luat masuri de indepartare cu mijloace acustice",Alungat,Crina Popa
,BREAZA,"Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",PROVITA 23,,45.122162,25.40202,14963/29.09.2023,,,,,,,,,,,,,,,,,Mascul,S-au folosit avertizoarele de sunet din dotarea IJJ pentru indepartare,Alungat,Crina Popa
,BREAZA,"Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",PROVITA 23,,45.122162,25.40202,14964/29.09.2023,,,,,,,,,,,,,,,,,Mascul,S-au folosit avertizoarele de sunet din dotarea IJJ pentru indepartare,Alungat,Crina Popa
,BREAZA,"Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",PROVITA 23,,45.148961,25.68641,14965/29.09.2023,,,,,,,,,,,,,,,,,Mascul,S-au folosit avertizoarele de sunet din dotarea IJJ pentru indepartare,Alungat,Crina Popa
,BREAZA,"Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",PROVITA 23,,45.13122,25.381652,14966/29.09.2023,,,,,,,,,,,,,,,,,Femela,"Exemplar in gospodarie, s-a intervenit cu avertizoare de sunet din dotarea IJJ",Alungat,Crina Popa
,BREAZA,"Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",PROVITA 23,,45.82285,25.414839,14967/29.09.2023,,,,,,,,,,,,,,,,,,"Exemplar in gospodarie, s-a intervenit cu avertizoare de sunet din dotarea IJJ si focuri in plan vertical cu cartuse de zgomot",Alungat,Crina Popa
,CIUMANI,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",BORZONT 13,,25.525785,46.7308,3479/22.09.2023,,,,,,,,,,,,,,,,,,"Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii unde acesta a mai facut pagube,  prin mijloace acustice si luminoase.",Alungat,Szabo Szilard
,PĂULENI-CIUC,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,2023-09-21,,,,,,,,,,,,,,,,PAULENI 23,25.84201,46.400954,2281/22.09.2023,Mascul,Echipa a fost convocata din cauza prezentei unui urs ranit la un membru care a atacat doua femei aflate la camp. Din cauza comportamentului agrsiv si a ranilor s-a decis extragerea acestuia prin impuscare.,Împușcare,Szabo Szilard
,PETROŞANI,Petroșani,PETROSANI 66,,23.37212,45.36973,8202/28.09.2023,,,,,,,,,,,,,,,,,,"Apel telefonic la 112 prin care se semnala prezența unui exemplar de urs pe str. Sașa nr. 45 din Petroșani care a luat din gospodarie, în timpul nopții, un porc. La fața locului s-a deplasat echipa de interventie, procedând la alungarea animalului.",Alungat,Anca Ungureanu
,DUMITRIŢA,"reprezentant I.J.J. BN, primar comuna Dumitrița, personal tehnic A.C. Ursul Brun,",BUDAC 27,,47.065023,24.65421,3001/27.09.2023,,,,,,,,,,,,,,,,,Mascul,Ursul s-a aflat în apropierea zonei locuite dar s-a îndreptat înspre zona împădurită .S-au folosit petarde,Alungat,Muresan Alina
,SÂNMARTIN,"UAT Sânmartin, gestionarul fondului cinegetic AV Pădurea Verde Sântelec, Jandarmerie, medic veterinar. persoana păgubită Bologan George",ALPAREA 24,,22.005268,46.97507,15615/29.09.2023,,,,,,,,,,,,,,,,,,"Alungarea unui exemplar de urs care a facut pagube la capre noaptea  in saivan, fiind chiar in apropierea locuințelor",Alungat,Dorina Radovet
,PETROŞANI,Petroșani,PETROSANI 66,,23.374914,45.37553,8325/03.10.2023,,,,,,,,,,,,,,,,,Mascul,"Echipa de intervenție a desfășurat o acțiune de alungare a unui exemplar mascul de urs de talie mare din zona Sălătruc, str. Părăieni. Risc mediu",Alungat,Anca Ungureanu
,NEHOIU,"IJJ Bz, UAT Nehoiu",VALEA NEHOIULUI 32,,,,12514/04.10.2023,,,,,,,,,,,,,,,,,,Apel 112  prezenta unui urs in livada Oras Nehoiu,Alungat,Ioana Diaconescu
Bihor,SÂNMARTIN,"Jandarmeria, Primarul UAT Sânmartin, personal tehnic gestionar AVPS Pădurea Verde Sântelec, medicul veterinar",,,,,,Nu s-a reușit găsirea și prinderea exemplarului,ALPAREA 24,04-10-2023,,,15915/05.10.2023,,,,,,,,,,,,"S-au efectuat activități de căutare pe întreg fondul cinegetic, o persoană a semnalizat prezența unui animal sălbatic - presupus urs - lângă pensiunea Nobless, în urma acțiunilor întreprinse nu s-a reușit găsirea și relocarea animalului",Relocat,Dorina Radovet
,HOREZU,"Reprezentant jandarmeria Valcea, reprezentant UAT Horezu, medic veterinar, personal tehnic",ROMANI 21,,45.193219,23.94839,222147,,,,,,,,,,,,,,,,,,"S-a apelat la nr. unic de urgență 112 privind atacul unui urs asupra unui localnic, din zona sat Urșani, punct ”Valea Prisăcii” și s-a solicitat sprijin de specialitate de la Serviciul de Ambulanță Horezu. S-au deplasat la locul incidentului reprezentanți din partea UAT Horezu, Inspectoratul de Jandarmi Vâlcea, personal tehnic de specialitate angajat al gestionarului fondului cinegetic și medicul veterinar. S-a procedat de către echipa de intervenție la evaluarea situației și nivelul de risc generat de animalul sălbatic (urs) stabilindu-se ca nivelul de risc este mare având în vedere traumele fizice ale rănitului. S-a procedat la limitarea accesului în zona de pericol precum și măsuri de ordine și protecție, de către efective de jandarmi. S-a informat populația din zona vizată, prin sistem ROALERT, cu privire la existența unui potențial pericol determinat de prezența animalului sălbatic (urs).",Alungat,Anca Dicu
Prahova,ŞOTRILE,"Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",,,,,,PH URS 002,BREBU 20,02-10-2023,45.207541,25.709088,6716/02.10.2023,,,,,,,,,,,Mascul,"Exemplar de 3 ani care a fost gasit prins intr-un gard, a fost tranchilizat si relocat, i s-a pus crotaliu PH URS 002",Relocat,Crina Popa
,VĂLENII DE MUNTE,"Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",CAZACU 34,,45.178164,25.5720826,22620/03.10.2023,,,,,,,,,,,,,,,,,,"Echipa de inteventie s-a format in urma apelului 112, ursul a fost vazut in zona centrala a orasului, in dreptul unei gradinite, a fost alungat prin mijloace acustice si luminoase",Alungat,Crina Popa
,VĂRBILĂU,"Jandarmerie, reprezentant UAT,  personal GFC",PALTINET 35,,45.10784,25.555159,8223/02.10.2023,,,,,,,,,,,,,,,,,Mascul,"Exemplar mascul de 4 ani,  indepartat cu mijloace acustice si luminoase",Alungat,Crina Popa
,PROVIŢA DE SUS,"Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",PROVITA 23,,45.1225,25.6946,15278/05.10.2023,,,,,,,,,,,,,,,,,Femela,"Exemplar 3 ani, care a produs mai multe pagube, a ranit 2 ovine s-au folosit fascicule luminoase si mijloace acustice pentru indepartare, populatia a fost avertizata",Alungat,Crina Popa
,SĂLĂTRUCU,"Jandarmerie, Primarie",SUICI 2,,24.508666,45.315736,,,,,,,,,,,,,,,,,,,Apelantul a sesizat faptul ca in gospodaria sa se afla un urs. Echipa de interventie nu a gasit ursul dar a constatat ca acesta rupsese un gard.,Alungat,Marius Dumitru
,BAIA DE FIER,"Reprezentant jandarmerie, reprezentant UAT, personal tehnic Turbaceanu Mircea",OLTET 14,,23770000.0,45182377.0,10180,,,,,,,,,,,,,,,,,Femela cu pui,"Cele două exemplare de urs au pătruns în gospodaria numitei Popescu Maria Bianca, la via pe care o detine și consuma struguri. La apararitia echipei de interventie aceasta s-a retras in suprafta impădurita .",Alungat,Consuela Avram
,PETROŞANI,Petroșani,PETROSANI 66,,23.376307,45.375018,8417/05.10.2023,,,,,,,,,,,,,,,,,Mascul,"Echipa de intervenție a desfășurat o acțiune de alungare a unui exemplar mascul de urs de talie mare dintr-o gospodărie din zona Sălătruc, str. Părăieni unde a rupt pomii fructiferi. Risc mediu",Alungat,Anca Ungureanu
,SOVATA,"Primar, Jandarmerie, Reperezentant asociatie de vanatoare, medic veterinar",SEBES 43,,25.088791,46.609945,10677/23.082023,,,,,,,,,,,,,,,,,Mascul,"Urs alungat in datade 23.08.2023 ora 22,30 din intravilanul oraşului Sovata, judetul Mures, zona Tivoli",Alungat,Nagy Hajnal
,SOVATA,"Primar, Jandarmerie, Reprezentant asociatie de vanatoare, Medic veterinar",SEBES 43,,25.088791,46.609945,11036/01.09.2023,,,,,,,,,,,,,,,,,Femela,"Alungare ursoaica din intravilanul oraşului Sovata, zona Tivoli, judetul Mureş, în data de 01.09.2023, ora 22,30.",Alungat,Nagy Hajnal
,SOVATA,"Primar, Jandarmerie, Reprezentant asociatie de vanatoare, Medic veterinar",SEBES 43,,25.088791,46.609945,10972/31.08.2023,,,,,,,,,,,,,,,,,Femela cu pui,"Ursoaica cu 1 pui alungată din intravilanul oaşului Sovata, zona Tivoli, jud. Mureş în data de 31.08.2023 ora 23,30.",Alungat,Nagy Hajnal
,SOVATA,"Primar, Jandarmerie/Politia Locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",SEBES 43,,25.088791,46.609945,10819/28.08.2023,,,,,,,,,,,,,,,,,Femela cu pui,"Ursoaica cu 2 pui alungata din intravilanul oraşului Sovata, zona Tivoli, judeţul Mureş în data de 28.08.2023 ora 23,30.",Alungat,Nagy Hajnal
Mureș,SOVATA,"Primar, Jandarmerie/Politia Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,,,,,SEBES 43,25-08-2023,25.088791,46.609945,10803/25.08.2023,,,,,,,,,,,Mascul,"S-a procedat la tranchilzarea şi relocarea unui urs, mascul, , 2,5 ani, din intravilanul oraşului Sovata, zona Tivoli,  în data de 25.08.2023 orav 04,30.",Relocat,Nagy Hajnal
Mureș,SOVATA,"Primar, Jandarmerie/Politia Locală Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,,,,,SEBES 43,30-08-2023,25.092588,46.604914,10903/30.08.2023,,,,,,,,,,,Femela cu pui,"Ursoaica cu 2 pui relocata din intravilanul oraşului Sovata, zona Tivoli, jud. Mureş în data de  30.08.2023 ora 00,40..Cei 2 pui au fost predaţi Asociaţiei Milioane de Prieteni, operatorul Sanctuarului de Urşi Libearty.",Relocat,Nagy Hajnal
Mureș,SOVATA,"Primar, Jandarmerie/Politia Locala Sovata, Reprezentant asociatie de vanatoare, Medic veterinar",,,,,,,SEBES 43,01-09-2023,25.092588,46.604914,11015/01.09.2023,,,,,,,,,,,Femela cu pui,"S-a procedat la tranchilizarea unei ursoaice cu pui în intravilanul oraşului Sovata, jud. Mureş, zona Tivoli, după mai multe încercări de alungare. Puiul a fost predat Asociaţiei Milioane de Prieteni, operatorul Sanctuarului de Urşi Libearty.",Relocat,Nagy Hajnal
Mureș,SOVATA,"Primar, Jandarmerie/Politia Locala Sovata, Reprezentant Asociaţie de Vanatoare, Medic Veterinar",,,,,,,SEBES 43,03-09-2023,25.088791,46.609945,11088/04.09.2023,,,,,,,,,,,Femela,"Ursoaica de 4 ani relocată din intravilanul oraşului Sovata, în data de 03.09.2023  ora 00,30.",Relocat,Nagy Hajnal
Mureș,SOVATA,"Primar, Jandarmerie /Politia Locala Sovata, Reprezentant Asociatie de Vanatoare, Medic Veterinar",,,,,,,SEBES 43,13-09-2023,25.088791,46.609945,11466/13.09.2023,,,,,,,,,,,Femela,"În data de 13.09.2023 ora 00,40 s-a procedat la tranchilizarea şi relocarea unei ursoaice din intravilanul oraşului Sovata, zona Tivoli, jud Mureş.",Relocat,Nagy Hajnal
Bihor,SÂNMARTIN,"Jandarmeria, UAT Sanmartin, gestionarul fondului AVPS Pădurea Verde Sântelec, medic veterinar",,,,,,exemplarul nu a fost gasit,ALPAREA 24,06-10-2023,,,05/06.10.2023,,,,,,,,,,,,"Pe UAT Sânmartin ursul a produs deja 2 pagube la animale domestice, în seara de 05.10.2023  o persoana fizica a semnalat la nr. unic 112 prezența unui urs in sat in loc. Cordau, com. Sanmartin.  Echipa de interventie a facut cautari pentru gasirea exemplarului , dar nu l-au gasit. In jurul orei 02.00 in data de 06.10.2023 au fost oprite cautarile",Relocat,Dorina Radovet
,PREDEAL,"Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",TIMIS 18,,25.576767,45.503912,15802/06.10.2023,,,,,,,,,,,,,,,,,,"Echipa de intervenție a luat decizia de alungare a unui exemplar de urs din zona str.Eroilor, care se hranea cu resturi menajere. Pentru alungare au fost folosite semnale acustice si luminoase.",Alungat,Mirela Moisa
Dâmbovița,MOROENI,Reprezentant Jandarmerie; Reprezentant UAT Moroeni; Personal tehnic gestionar,,,,,,ISO 117 8415 FBX-B,VALEA IALOMITEI 16,05-10-2023,25.450581,45.200541,266,,,,,,,,,,,Femela,"S-a procedat la tranchilizarea exemplarului de urs și relocarea în extravilanul comunei Moroeni, fc nr. 16 Valea Ialomiței.",Relocat,Nicoleta Vladescu
,BECENI,"Reprezentant IJJ Buzău, reprezentant AJVPS Buzău, persoana păgubită",BECENI 41,,26.75748,45.41174,,,,,,,,,,,,,,,,,,,"In urma apelului 112, in sat Dogari a fost semnalata prezența unui urs. A fost omorât un porc în gospodaria proprietarului care a sunat la 112. Echipa de interventie a parcurs la alungarea ursului..",Alungat,Mihaela Ifrim
,NEHOIU,"Reprezentant IJJ Buzau, reprezentant primaria Nehoiu",VALEA NEHOIULUI 32,,45.44,26.295,16,,,,,,,,,,,,,,,,,,"In ziua de 07.10.2023 a fost semnalata prezenta unui urs pe DN 10, sat Lunca priporului. Echipa de interventie a ajuns la fata locului pentru a alunga ursul.",Alungat,Mihaela Ifrim
,SĂCELE,"Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",,,,,,,,,,,,,,,,,,,,,,,"Raport nr.46/04.10.2023, activitate de monitorizare în vederea capturării unui exemplar de urs la Spitalul Municipal Săcele.",Altele,Mirela Moisa
,PETROŞANI,Petroșani,PETROSANI 66,,23.376307,45.375018,8517/09.10.2023,,,,,,,,,,,,,,,,,Mascul,"Echipa de intervenție a desfășurat o acțiune de alungare a unui exemplar mascul de urs de talie mare dintr-o gospodărie din cartierul Sașa, str. Părăieni.",Alungat,Anca Ungureanu
,AREFU,"Jandarmerie, Primarie",AREFU 5,,24.381682,45.20176,39/07.10.2023,,,,,,,,,,,,,,,,,,Echipa de interventie nu a gasit ursul la fata locului.,Alungat,Marius Dumitru
,LEREŞTI,"Jandarmerie, Primarie, Gestionar fond cinegetic",RAUL TARGULUI 18,,25.06292,45.351165,,,,,,,,,,,,,,,,,,,Echipa de interventie nu a gasit ursul la fata locului,Alungat,Marius Dumitru
,RUCĂR,"Jandarmerie, Primarie, Gestionar fond cinegetic",RUCAR 22,,25.157569,45.396349,,,,,,,,,,,,,,,,,,,La fata locului au fost gasite mai multe oi moarte. Ursul a fost vazut de mai multe ori in zona,Alungat,Marius Dumitru
,SĂCELE,"Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",TARLUNG 25,,25.716382,45.611408,47,,,,,,,,,,,,,,,,,,În urma apelului telefonic la 112 echipa de intervenție s-a deplasat la Spitalul Municipal Săcele. S-a constatat prezența unui urs în curtea spitalului. Era urcat într-un măr unde a stat 10 minute apoi s-a retras în pădure.,Alungat,Mirela Moisa
,TÂRGU JIU,"JANDARMERIE, UAT PRIN PRIMAR",LELESTI 18,,2323726.0,4505186.0,261057,,,,,,,,,,,,,,,,,Femela cu pui,În data de 22.09.2023 ora 13 neam deplasat in localitatea Bârsești nr.35 Tg -Jiu la proprietatea numitei  B. Maria unde a fost sesizat ursul care a intrat în gospodărie și ia mancat păsările din curte unde în urma  doamna Maria a montat o camera de luat vederi  unde în urmatoarea noapte sa vazut o ursuaica cu trei pui.,Alungat,Consuela Avram
,NEHOIU,"Reprezentantul IJJ Buzău, reprezentantul primariei orașului Nehoiu, persoana care a semnalat prezenta ursului.",PALTINIS CASOCA 35,,45.44267,26.31392,17,,,,,,,,,,,,,,,,,,"A fost semnalata prezenta unui ursoaice cu pui in sat Basca Rozilei. Echipa d einterventie s-a deplasat la fata locului, dar ursoaica nu mai era. Au fost vizibile  urme de urs. Nu au fost pagube.",Alungat,Mihaela Ifrim
,CÂINENI,"Reprezentant jandarmerie,  Reprezentant UAT Câineni, Personal tehnic (gestionar)",CAINENI 9,,452957.0,241756.0,5090,,,,,,,,,,,,,,,,,Femela cu pui,"S-au folosit luminile de pe rampa autoutilitara a jandarmeriei, semnale acustice, luminoase.  S-a asigurat zona si s-au purtat discuții cu cetățenii locatari ai zonei.Le- a fost atrasă atenția cu privire la faptul că în zonă este o ursoaică cu doi pui și să nu circule pe străzile adiacente.",Alungat,Anca Dicu
,NEHOIU,"Reprezentant IJJ Buzau, reprezentant AJVPS Buzau, reprezentant UAT Nehoiu",VALEA NEHOIULUI 32,,45.419834,26.30206,18,,,,,,,,,,,,,,,,,,A fost semnalata prezenta unui urs in fata unui bloc. S-a luat legatura cu persoana care a apelat si s-a alungat animalul  cu semnal sonor si luminos. Nu au foast pagube.,Alungat,Mihaela Ifrim
,NEHOIU,"Reprezentant IJJ Buzau, reprezentant UAT Nehoiu, reprezentant AJVPS Buzau",VALEA NEHOIULUI 32,,45.4187,26.30198,19,,,,,,,,,,,,,,,,,,"Apelantul a sesizat prezenta unui urs la fabrica N MOB, Nehoiu. Echipa a parcurs la alungarea acestuia spre padure..",Alungat,Mihaela Ifrim
,MĂNECIU,"Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",BASCA FARA CALE 29,,45.19267,26.00039,15603/05.10.2023,,,,,,,,,,,,,,,,,,"Echipa constituita in urma apelului la 112, ursul nu mai era in zona, s-a monitorizat zona, s-au folosit mijloace acustice si luminoase",Alungat,Crina Popa
,VĂLENII DE MUNTE,"Jandarmerie, reprezentant UAT, medic veterinar, personal GFC",CAZACU 34,,45.179143,26.043091,23170/09.10.2023,,,,,,,,,,,,,,,,,,"Echipa constituita in urma apelului la 112, ursul nu mai era in zona, s-a monitorizat zona, s-au folosit mijloace acustice si luminoase",Alungat,Crina Popa
,PUI,,FEDERI 57,,23.141374,45.522159,"8625/12.10,2023",,,,,,,,,,,,,,,,,Mascul,Reprezentantul gestionarului de vânătoare a desfășurat o acțiune de alungare a unui exemplar de urs din zona Ponor - Ohaba Ponor.,Alungat,Anca Ungureanu
,PUI,,FEDERI 57,,23.1741307,45.5458376,8625/12.10.2023,,,,,,,,,,,,,,,,,Femela cu pui,Reprezentantul gestionarului de vânătoare a desfășurat o acțiune de alungare a unui exemplar de urs femelă cu 2 pui din zona Ohaba Ponor - Fundătura - Fața Dealului.,Alungat,Anca Ungureanu
,PUI,,FEDERI 57,,23.141374,45.522159,8625/12.10.2023,,,,,,,,,,,,,,,,,Femela cu pui,Reprezentantul gestionarului de vânătoare a desfășurat o acțiune de alungare a unui exemplar de urs femelă cu 2 pui din zona Ohaba Ponor - Ticerea.,Alungat,Anca Ungureanu
,CORUND,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.,",CORUND 39,,25.194695,46.471773,8337/06.10.2023,,,,,,,,,,,,,,,,,,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase. Ursul a distrus un gard.,Alungat,Szabo Szilard
,NEHOIU,"Reprezentant IJJ Buzău, reprezentant UAT Nehoiu, persoana pagubită",VALEA NEHOIULUI 32,,45.4184,26.301222,20,,,,,,,,,,,,,,,,,,"A fost semnalată prin apel 112, prezenta unui urs in zona liceului din Nehoiu. Acesta a fost alungat, nu au fost pagube.",Alungat,Mihaela Ifrim
